MaterialTicker,ExchangeCode,MMBuy,MMSell,PriceAverage,AskCount,Ask,Supply,BidCount,Bid,Demand,FullTicker,Open,Close,High,Low,Traded,OpenYesterday,CloseYesterday,HighYesterday,LowYesterday,TradedYesterday,TWAP7D,VWAP7D,Traded7D,AverageTraded7D,TWAP30D,VWAP30D,Traded30D,AverageTraded30D
"BR1","NC1","","",1000000,5,1320000,11,"","",0,"BR1.NC1","","","","","","","","","","","","","","",1390000,1390000,3,0.1
"BR1","NC2","","",254618.12,"","",0,"","",0,"BR1.NC2","","","","","","","","","","","","","","","","","",""
"BR2","AI1","","",1550000,2,1500000,4,"","",0,"BR2.AI1","","","","","","","","","","","","","","","","","",""
"BR2","CI1","","",1490000,1,1500000,14,"","",0,"BR2.CI1","","","","","","","","","","","","","","",1490000,1490000,1,0.03
"BR2","CI2","","",341979.16,1,2000000,1,"","",0,"BR2.CI2","","","","","","","","","","","","","","","","","",""
"BR2","IC1","","",1550000,2,1600000,6,"","",0,"BR2.IC1","","","","","","","","","","","","","","",1550000,1550000,1,0.03
"BR2","NC1","","",1500000,4,1700000,4,1,1000000,1,"BR2.NC1","","","","","","","","","","","","","","",1500000,1500000,1,0.03
"BR2","NC2","","",341979.16,"","",0,"","",0,"BR2.NC2","","","","","","","","","","","","","","","","","",""
"BRM","AI1","","",300,13,300,13,500,201,2007,"BRM.AI1","","","","","","","","","","","","","","",311.5,324.22,801,26.7
"BRM","CI1","","",279.34,1100,289,3658,200,120,2919,"BRM.CI1","","","","","","","","","","","","","","",269.5,269.5,200,6.67
"BRM","CI2","","",159,300,165,2142,1500,90,1500,"BRM.CI2","","","","","","","","","","","","","","","","","",""
"BRM","IC1","","",145,434,199,6023,284,107,1120,"BRM.IC1","","","","","","","","","","","","","","",160.67,158.76,1043,34.77
"BRM","NC1","","",136.92,398,189,12194,100,105,786,"BRM.NC1","","","","","","","","","","","","","","",187.04,189.23,1226,40.87
"BRM","NC2","","",100,"","",0,"","",0,"BRM.NC2","","","","","","","","","","","","","","","","","",""
"BRO","AI1","","",2114.06,22,2300,2364,40,1300,228,"BRO.AI1","","","","","","","","","","","","","","",1685,1635.34,116,3.87
"BRO","CI1","","",900,38,2190,728,10,90,10,"BRO.CI1","","","","","","","","","","","","","","","","","",""
"BRO","CI2","","",836.83,20,3500,20,"","",0,"BRO.CI2","","","","","","","","","","","","","","","","","",""
"BRO","IC1","","",2400,75,2400,75,10,1000,10,"BRO.IC1","","","","","","","","","","","","","","","","","",""
"BRO","NC1","","",1500,6,2380,33,80,1500,2166,"BRO.NC1","","","","","","","","","","","","","","",1500,1500,60,2
"BRO","NC2","","",836.83,"","",0,"","",0,"BRO.NC2","","","","","","","","","","","","","","","","","",""
"BRP","AI1","","",5000,84,5000,84,"","",0,"BRP.AI1","","","","","","","","","","","","","","",5000,5000,10,0.33
"BRP","CI1","","",5000,2,5000,2,"","",0,"BRP.CI1","","","","","","","","","","","","","","","","","",""
"BRP","CI2","","",3220.98,"","",0,"","",0,"BRP.CI2","","","","","","","","","","","","","","","","","",""
"BRP","IC1","","",2684.15,"","",0,"","",0,"BRP.IC1","","","","","","","","","","","","","","","","","",""
"BRP","NC1","","",5500,48,5500,48,"","",0,"BRP.NC1","","","","","","","","","","","","","","","","","",""
"BRP","NC2","","",3220.98,"","",0,"","",0,"BRP.NC2","","","","","","","","","","","","","","","","","",""
"BRS","AI1","","",450000,1,480000,1,"","",0,"BRS.AI1","","","","","","","","","","","","","","","","","",""
"BRS","CI1","","",439000,"","",0,"","",0,"BRS.CI1","","","","","","","","","","","","","","","","","",""
"BRS","CI2","","",127804.83,1,500000,1,"","",0,"BRS.CI2","","","","","","","","","","","","","","","","","",""
"BRS","IC1","","",480000,"","",0,1,375000,1,"BRS.IC1","","","","","","","","","","","","","","","","","",""
"BRS","NC1","","",480000,"","",0,"","",0,"BRS.NC1","","","","","","","","","","","","","","",500000,500000,1,0.03
"BRS","NC2","","",127804.83,"","",0,"","",0,"BRS.NC2","","","","","","","","","","","","","","","","","",""
"BSC","AI1","","",35000,9,35000,9,"","",0,"BSC.AI1","","","","","","","","","","","","","","","","","",""
"BSC","CI1","","",30000,"","",0,"","",0,"BSC.CI1","","","","","","","","","","","","","","","","","",""
"BSC","CI2","","",14573.58,10,35000,10,"","",0,"BSC.CI2","","","","","","","","","","","","","","","","","",""
"BSC","IC1","","",35000,25,35000,25,4,20000,4,"BSC.IC1","","","","","","","","","","","","","","",35000,35000,5,0.17
"BSC","NC1","","",30000,161,30000,161,20,27000,20,"BSC.NC1","","","","","","","","","","","","","","","","","",""
"BSC","NC2","","",14573.58,"","",0,"","",0,"BSC.NC2","","","","","","","","","","","","","","","","","",""
"BSE","AI1",425,1550,1441.23,100,1550,295,200,1430,8857,"BSE.AI1","","","","","","","","","","",1527.5,1527.68,4777,682.43,1510.34,1504.28,26504,883.47
"BSE","CI1",425,1550,1530,333,1530,3136,209,1500,3286,"BSE.CI1","","","","","","","","","","",1524.58,1525.06,3673,524.71,1518.88,1519.24,15847,528.23
"BSE","CI2","","",1558.66,1303,1560,1303,40,1300,50,"BSE.CI2","","","","","","","","","","","","","","",1548.33,1554.03,310,10.33
"BSE","IC1",425,1550,1540,1994,1540,2136,6,1520,2833,"BSE.IC1","","","","","","","","","","",1539.58,1540.39,4791,684.43,1532.59,1532.92,21678,722.6
"BSE","NC1",425,1550,1530,175,1540,452,274,1530,7992,"BSE.NC1","","","","","","","","","","",1530,1530.29,7498,1071.14,1533.28,1533.42,34311,1143.7
"BSE","NC2","","",1500,111,1500,111,30,1300,30,"BSE.NC2","","","","","","","","","","",1500,1500,2,0.29,1500,1500,12,0.4
"BTA","AI1",500,1600,1600,100,1600,112,2,1400,1050,"BTA.AI1","","","","","","","","","","",1497.92,1522.8,317,45.29,1496.03,1504.66,1808,60.27
"BTA","CI1",500,1600,1300,25,1300,148,1,1010,599,"BTA.CI1","","","","","","","","","","",1145.83,1155.02,140,20,1200.86,1198.04,1106,36.87
"BTA","CI2","","",1300,"","",0,"","",0,"BTA.CI2","","","","","","","","","","","","","","",1300,1300,1,0.03
"BTA","IC1",500,1600,1480,261,1480,1871,994,1400,2039,"BTA.IC1","","","","","","","","","","",1492.5,1483.11,435,62.14,1529.48,1523.98,2441,81.37
"BTA","NC1",500,1600,1320,88,1320,1971,1369,1150,2377,"BTA.NC1","","","","","","","","","","",1251.25,1264.72,1189,169.86,1257.07,1244.86,4371,145.7
"BTA","NC2","","",1300,20,1300,184,"","",0,"BTA.NC2","","","","","","","","","","","","","","","","","",""
"BTS","AI1","","",600,95,599,8301,"","",0,"BTS.AI1","","","","","","","","","","","","","","",577.5,516.51,2722,90.73
"BTS","CI1","","",469.04,8645,693,13686,1000,360,1238,"BTS.CI1","","","","","","","","","","","","","","",567.13,518.47,2662,88.73
"BTS","CI2","","",100.35,300,1000,300,"","",0,"BTS.CI2","","","","","","","","","","","","","","","","","",""
"BTS","IC1","","",457.99,831,575,3066,51,450,301,"BTS.IC1","","","","","","","","","","",463,463,1073,153.29,471.75,468.38,1549,51.63
"BTS","NC1","","",500,136,500,37087,100,100,100,"BTS.NC1","","","","","","","","","","",500,500,400,57.14,525.4,499.8,2896,96.53
"BTS","NC2","","",100.35,"","",0,"","",0,"BTS.NC2","","","","","","","","","","","","","","","","","",""
"BWH","AI1","","",4000,"","",0,"","",0,"BWH.AI1","","","","","","","","","","","","","","","","","",""
"BWH","CI1","","",2980,6,2980,13,"","",0,"BWH.CI1","","","","","","","","","","","","","","",2980,2980,1,0.03
"BWH","CI2","","",3020.02,"","",0,"","",0,"BWH.CI2","","","","","","","","","","","","","","","","","",""
"BWH","IC1","","",3700,8,3700,8,"","",0,"BWH.IC1","","","","","","","","","","","","","","",3700,3700,1,0.03
"BWH","NC1","","",3000,"","",0,38,2600,38,"BWH.NC1","","","","","","","","","","","","","","","","","",""
"BWH","NC2","","",3020.02,"","",0,"","",0,"BWH.NC2","","","","","","","","","","","","","","","","","",""
"BWS","AI1","","",34700,27,34700,114,2,25500,54,"BWS.AI1","","","","","","","","","","",34675,34656.52,23,3.29,34731.25,34740.51,79,2.63
